,link_id,osm_way_id,from_node_id,to_node_id,length,lanes,free_speed,geometry,allowed_uses
56,56,38092530,448036965,4417336676,13.049269840647145,3,16.67,"LINESTRING (47.398658752441406 8.547382354736328, 47.39881896972656 8.5474271774292)",auto
57,57,528465131,7694749067,5135540067,5.085636273635222,3,16.67,"LINESTRING (47.34066009521485 8.530252456665039, 47.34067916870117 8.530296325683594)",auto
58,58,39023162,5208180610,5208180609,19.20532951771573,3,16.67,"LINESTRING (47.34861373901367 8.522233009338379, 47.34852981567383 8.522069931030273)",auto
59,59,522547661,330212089,5426985277,71.63056311508234,3,16.67,"LINESTRING (47.36538696289063 8.552474021911621, 47.36518478393555 8.55310344696045)",auto
60,60,147633771,5715288103,5715288102,4.315078797138912,3,16.67,"LINESTRING (47.371002197265625 8.548087120056152, 47.370975494384766 8.548121452331543)",auto
61,61,24701204,1388554134,5725864085,29.85641671805286,3,16.67,"LINESTRING (47.36613845825195 8.531890869140625, 47.36586380004883 8.532084465026855)",auto
62,62,147164232,2884057664,5730016954,14.184460086522972,3,16.67,"LINESTRING (47.37977600097656 8.52059268951416, 47.3799057006836 8.520685195922852)",auto
63,63,416541349,92582577,5730142756,16.133809891723246,3,16.67,"LINESTRING (47.42504501342773 8.561117172241211, 47.42512893676758 8.561250686645508)",auto
64,64,706878950,6642711107,6642711099,16.77770384353871,3,16.67,"LINESTRING (47.40997314453125 8.580666542053223, 47.40987777709961 8.580530166625977)",auto
65,65,371166588,3925897625,6653491834,16.88429959292535,3,16.67,"LINESTRING (47.3963508605957 8.532319068908691, 47.39655685424805 8.532379150390625)",auto
66,66,191828215,775938712,7033910183,41.60412419887331,3,16.67,"LINESTRING (47.38607025146485 8.4923095703125, 47.38589477539063 8.492664337158203)",auto
67,67,43407280,683543454,1492865683,17.20943803884085,3,16.67,"LINESTRING (47.38055419921875 8.578169822692871, 47.38066482543945 8.5783052444458)",auto
68,68,313458176,5321972802,1638473935,38.311705167728206,3,16.67,"LINESTRING (47.36419677734375 8.546226501464844, 47.36381912231445 8.546457290649414)",auto
69,69,118960618,1337252190,1929025810,11.637874414280555,3,16.67,"LINESTRING (47.403690338134766 8.486019134521484, 47.40372467041016 8.48612117767334)",auto
70,70,182545309,1929025812,1929025810,15.226233630005428,3,16.67,"LINESTRING (47.40376281738281 8.485986709594727, 47.40372467041016 8.48612117767334)",auto
71,71,35046136,30841995,2022813454,11.560433677979194,3,16.67,"LINESTRING (47.3960075378418 8.545283317565918, 47.3958625793457 8.545248985290527)",auto
72,72,737675669,6906814492,2282371080,41.38353847286228,3,16.67,"LINESTRING (47.409217834472656 8.540007591247559, 47.409027099609375 8.539658546447754)",auto
73,73,293260143,2968386671,2968386669,7.26269657729916,3,16.67,"LINESTRING (47.39328002929688 8.493246078491211, 47.39329147338867 8.493181228637695)",auto
74,74,946516573,3238126874,3238126867,35.495172053264504,3,16.67,"LINESTRING (47.39171600341797 8.481042861938477, 47.39160919189453 8.480731964111328)",auto
75,75,396766449,28107535,3461579917,42.60577277403338,3,16.67,"LINESTRING (47.38898849487305 8.49514389038086, 47.38887786865234 8.495519638061523)",auto
76,76,368819709,3671604333,3671604332,38.587199462201646,3,16.67,"LINESTRING (47.40030670166016 8.533646583557129, 47.39997100830078 8.533384323120117)",auto
77,77,365613438,3638138669,3696179202,7.609738664242736,3,16.67,"LINESTRING (47.39319610595703 8.524621963500977, 47.39328002929688 8.524660110473633)",auto
78,78,232458307,5357737814,4353047624,12.734836713940425,3,16.67,"LINESTRING (47.40983581542969 8.594099998474121, 47.40989685058594 8.593993186950684)",auto
79,79,90082038,1044085722,4502009674,18.570216035677582,3,16.67,"LINESTRING (47.37737274169922 8.498956680297852, 47.37733459472656 8.49912166595459)",auto
80,80,454907786,151324944,4513928691,49.12799620470473,3,16.67,"LINESTRING (47.36137390136719 8.576611518859863, 47.36118316650391 8.577033996582031)",auto
81,81,968722831,8176938887,4717195821,15.895089961976685,3,16.67,"LINESTRING (47.411468505859375 8.527233123779297, 47.41149139404297 8.527091026306152)",auto
82,82,28682710,30095624,4919284848,25.13340526350925,3,16.67,"LINESTRING (47.38483428955078 8.531673431396484, 47.38489532470703 8.531451225280762)",auto
83,83,541012867,4970560357,4970560358,9.458803724856715,3,16.67,"LINESTRING (47.36084365844727 8.531540870666504, 47.36072540283203 8.531569480895996)",auto
84,84,4497157,5078466472,5078466477,12.552548339424265,3,16.67,"LINESTRING (47.35330581665039 8.576854705810547, 47.35325622558594 8.5769624710083)",auto
85,85,378128430,2267154345,5127862265,80.30658582069734,3,16.67,"LINESTRING (47.37590789794922 8.533997535705566, 47.3763313293457 8.534660339355469)",auto
86,86,708025124,5062647156,5216159839,10.50291246864985,3,16.67,"LINESTRING (47.34313583374024 8.519420623779297, 47.3431396484375 8.519326210021973)",auto
87,87,708025134,5216159832,5216159839,10.391784522462084,3,16.67,"LINESTRING (47.34327697753906 8.51933479309082, 47.3431396484375 8.519326210021973)",auto
88,88,541012889,34183846,5229225621,11.60047868496807,3,16.67,"LINESTRING (47.35569763183594 8.532310485839844, 47.35557174682617 8.532370567321777)",auto
89,89,553296580,5341084672,5341084671,3.7828299828994822,3,16.67,"LINESTRING (47.38628768920898 8.518144607543945, 47.386268615722656 8.518113136291504)",auto
90,90,122223570,1184999982,5705189423,7.873642318434368,3,16.67,"LINESTRING (47.404335021972656 8.574231147766113, 47.40431594848633 8.574161529541016)",auto
91,91,706878952,6642711093,6642711109,42.4311386998264,3,16.67,"LINESTRING (47.41057968139648 8.581513404846191, 47.41032791137695 8.581171989440918)",auto
92,92,4310918,8943971789,26114452,8.165575171003775,3,16.67,"LINESTRING (47.38310241699219 8.514961242675781, 47.383060455322266 8.514893531799316)",auto
93,93,547047277,4896466261,48932836,44.55594034539741,3,16.67,"LINESTRING (47.37430191040039 8.523749351501465, 47.37431716918945 8.523348808288574)",auto
94,94,42922245,3086188289,92547612,41.470116928408224,3,16.67,"LINESTRING (47.41498947143555 8.561721801757812, 47.415130615234375 8.562082290649414)",auto
95,95,12088170,93001243,92999848,32.367943253845596,3,16.67,"LINESTRING (47.40023040771485 8.549229621887207, 47.40036010742188 8.549507141113281)",auto
96,96,40253873,2972634962,140027119,7.171878979344378,3,16.67,"LINESTRING (47.38829040527344 8.51997184753418, 47.38823699951172 8.519918441772461)",auto
97,97,293178577,2967144863,140042612,5.522087395360403,3,16.67,"LINESTRING (47.39141082763672 8.519939422607422, 47.391414642333984 8.519889831542969)",auto
98,98,8095449,1271284676,170403858,5.52800996877418,3,16.67,"LINESTRING (47.33218002319336 8.543761253356934, 47.332252502441406 8.543753623962402)",auto
99,99,622787518,5882080077,264504891,32.625099402104205,3,16.67,"LINESTRING (47.390869140625 8.53952407836914, 47.391109466552734 8.53927993774414)",auto
100,100,11668420,5728001660,301144299,3.1944595170597165,3,16.67,"LINESTRING (47.35845565795898 8.518379211425781, 47.35845947265625 8.518350601196289)",auto
101,101,24224839,332296779,471323118,28.271101128241042,3,16.67,"LINESTRING (47.34062576293945 8.523402214050293, 47.34083557128906 8.523612976074219)",auto
102,102,618557064,3309247567,503679831,18.256090436618567,3,16.67,"LINESTRING (47.39090347290039 8.487377166748047, 47.390663146972656 8.48735523223877)",auto
103,103,30903637,5756646832,687453987,12.19916534086912,3,16.67,"LINESTRING (47.37851333618164 8.575467109680176, 47.378509521484375 8.575357437133789)",auto
104,104,192236405,3944993722,843205118,20.967953826088838,3,16.67,"LINESTRING (47.37974548339844 8.527743339538574, 47.37995529174805 8.527867317199707)",auto
105,105,41276562,132068052,1132598585,24.725136132084145,3,16.67,"LINESTRING (47.38059997558594 8.55385971069336, 47.38075637817383 8.553664207458496)",auto
106,106,603655395,775938729,1225897377,10.481504985257818,3,16.67,"LINESTRING (47.38494491577149 8.495317459106445, 47.38491821289063 8.495409965515137)",auto
107,107,30450421,107467948,1239656101,11.562837239584626,3,16.67,"LINESTRING (47.35017395019531 8.560749053955078, 47.35025405883789 8.560660362243652)",auto
108,108,11420085,21546401,1459436693,32.804241251500585,3,16.67,"LINESTRING (47.4240608215332 8.571935653686523, 47.42414855957031 8.571646690368652)",auto
109,109,40501329,294469048,1460567103,15.025423873449723,3,16.67,"LINESTRING (47.409061431884766 8.593587875366211, 47.40899658203125 8.593460083007812)",auto
110,110,918263031,371469847,1500495062,26.823973919941075,3,16.67,"LINESTRING (47.32918930053711 8.573274612426758, 47.32954025268555 8.573234558105469)",auto
111,111,35110855,27421895,1673680059,5.803364251886779,3,16.67,"LINESTRING (47.41482925415039 8.582128524780273, 47.41475296020508 8.582136154174805)",auto
112,112,48471809,349132748,1673680059,11.63967635853228,3,16.67,"LINESTRING (47.41460037231445 8.5821533203125, 47.41475296020508 8.582136154174805)",auto
113,113,1027169,92206459,1770708062,14.497988796431898,3,16.67,"LINESTRING (47.398529052734375 8.494833946228027, 47.39835739135742 8.49477481842041)",auto
114,114,4393002,5132952951,1790098088,7.861289269895683,3,16.67,"LINESTRING (47.36788558959961 8.551859855651855, 47.36784744262695 8.551925659179688)",auto
115,115,174007941,4087898506,1847505435,54.77246120264638,3,16.67,"LINESTRING (47.413795471191406 8.520215034484863, 47.41394805908203 8.519733428955078)",auto
116,116,89614473,1324099044,1847505435,13.317876285527964,3,16.67,"LINESTRING (47.41399002075195 8.519617080688477, 47.41394805908203 8.519733428955078)",auto
117,117,10589979,2171455726,2171455746,61.92812003015278,3,16.67,"LINESTRING (47.42048645019531 8.556775093078613, 47.42098617553711 8.557217597961426)",auto
118,118,207669539,7698904369,2179283441,3.5064966514024385,3,16.67,"LINESTRING (47.358673095703125 8.521923065185547, 47.35871887207031 8.521928787231445)",auto
119,119,618827921,27006271,2234514911,4.770035379290998,3,16.67,"LINESTRING (47.39484405517578 8.473112106323242, 47.39479446411133 8.473138809204102)",auto
120,120,32554254,266294838,2628341537,41.58729621349939,3,16.67,"LINESTRING (47.39196014404297 8.544426918029785, 47.39243698120117 8.544615745544434)",auto
121,121,16077246,9297695726,2968386672,60.45139199342039,3,16.67,"LINESTRING (47.39337921142578 8.498981475830078, 47.39338684082031 8.49952507019043)",auto
122,122,400681148,4032163523,2972644825,26.860620931009596,3,16.67,"LINESTRING (47.3861083984375 8.5187406539917, 47.38618087768555 8.51850414276123)",auto
123,123,194211723,75393863,3141184511,23.05954516086216,3,16.67,"LINESTRING (47.4096794128418 8.569134712219238, 47.40980911254883 8.56932258605957)",auto
124,124,817922723,7638581466,3421863232,14.705268353424577,3,16.67,"LINESTRING (47.37001037597656 8.511347770690918, 47.36999130249024 8.511216163635254)",auto
125,125,95575619,3933772138,3488660800,12.736226328960539,3,16.67,"LINESTRING (47.36347198486328 8.564519882202148, 47.36351013183594 8.564631462097168)",auto
126,126,362892944,3671332611,3671595450,15.578899197989466,3,16.67,"LINESTRING (47.39804458618164 8.532357215881348, 47.39802169799805 8.532496452331543)",auto
127,127,606145409,385448904,3671595450,7.477728777502766,3,16.67,"LINESTRING (47.39812088012695 8.532500267028809, 47.39802169799805 8.532496452331543)",auto
128,128,377438209,3638138671,3805909063,40.786398919271065,3,16.67,"LINESTRING (47.39226150512695 8.524036407470703, 47.39261245727539 8.52431583404541)",auto
129,129,379622011,5407110375,3829552472,10.983441711140228,3,16.67,"LINESTRING (47.37948226928711 8.54456615447998, 47.37949752807617 8.54446792602539)",auto
130,130,385873746,3840874395,3840874408,4.886665638578062,3,16.67,"LINESTRING (47.39605712890625 8.526905059814453, 47.39603042602539 8.526865005493164)",auto
131,131,552360287,4241281425,3916905690,10.848786051226218,3,16.67,"LINESTRING (47.39163589477539 8.513978004455566, 47.39165878295898 8.51388168334961)",auto
132,132,23734867,5520276015,4076367322,12.041201397088455,3,16.67,"LINESTRING (47.41460037231445 8.506333351135254, 47.41444396972656 8.506356239318848)",auto
133,133,24518360,27256936,4324863894,12.734780904740088,3,16.67,"LINESTRING (47.3773078918457 8.548489570617676, 47.37736511230469 8.548381805419922)",auto
134,134,852138907,7948510479,4883669505,19.111570623950445,3,16.67,"LINESTRING (47.379024505615234 8.494811058044434, 47.378902435302734 8.494660377502441)",auto
135,135,680771969,242410818,5020113918,3.0369988502914915,3,16.67,"LINESTRING (47.34140396118164 8.483075141906738, 47.34136962890625 8.483089447021484)",auto
136,136,520038520,5069545259,5069545258,16.21646362032227,3,16.67,"LINESTRING (47.39964294433594 8.505146026611328, 47.399715423583984 8.505008697509766)",auto
137,137,243094632,5078349148,5078349150,3.298736359253342,3,16.67,"LINESTRING (47.359561920166016 8.56951904296875, 47.35958099365234 8.56949234008789)",auto
138,138,380780292,3782710020,5200323118,11.933036637433233,3,16.67,"LINESTRING (47.39789581298828 8.531022071838379, 47.39788055419922 8.530915260314941)",auto
139,139,40959639,5208180590,5208180826,15.084757238678696,3,16.67,"LINESTRING (47.35369110107422 8.524735450744629, 47.3535041809082 8.524784088134766)",auto
140,140,124885474,268486961,5250583382,4.481820018315317,3,16.67,"LINESTRING (47.36476516723633 8.532734870910645, 47.36471939086914 8.532760620117188)",auto
141,141,744467078,7108127161,5292480447,10.66557018888498,3,16.67,"LINESTRING (47.38209533691406 8.584599494934082, 47.38203811645508 8.584511756896973)",auto
142,142,33756145,26843023,5297384921,2.32021219623417,3,16.67,"LINESTRING (47.3714714050293 8.562652587890625, 47.37144088745117 8.562649726867676)",auto
143,143,554275182,256098584,5349213777,125.98789873367015,3,16.67,"LINESTRING (47.42466354370117 8.56779670715332, 47.424800872802734 8.566667556762695)",auto
144,144,33556413,156387639,2114261,13.964349209862428,3,16.67,"LINESTRING (47.36690902709961 8.544387817382812, 47.3668212890625 8.544498443603516)",auto
145,145,4310914,1771585456,26113312,24.279775102241178,3,16.67,"LINESTRING (47.39373397827149 8.500896453857422, 47.393775939941406 8.500679969787598)",auto
146,146,30903637,5715288835,26823805,6.183846673271212,3,16.67,"LINESTRING (47.37852096557617 8.575276374816895, 47.378543853759766 8.575222969055176)",auto
147,147,45156949,687453979,26823805,15.177408057738877,3,16.67,"LINESTRING (47.37859725952149 8.575091361999512, 47.378543853759766 8.575222969055176)",auto
148,148,136033029,3939125769,26823805,18.51173494241451,3,16.67,"LINESTRING (47.37845230102539 8.575068473815918, 47.378543853759766 8.575222969055176)",auto
149,149,946516573,8762101426,27006343,5.0985078137827085,3,16.67,"LINESTRING (47.39202499389648 8.483551979064941, 47.39202880859375 8.483506202697754)",auto
150,150,30903637,3421900853,27011899,49.320912392396444,3,16.67,"LINESTRING (47.378395080566406 8.579402923583984, 47.37838363647461 8.578959465026855)",auto
151,151,41702260,1960032270,84506146,4.839197181211436,3,16.67,"LINESTRING (47.33514022827149 8.51921272277832, 47.3350944519043 8.519243240356445)",auto
152,152,530760617,5100507020,94913627,21.488010741310333,3,16.67,"LINESTRING (47.40874862670898 8.549269676208496, 47.40879440307617 8.549078941345215)",auto
153,153,15675729,156335743,107197962,34.708179595078356,3,16.67,"LINESTRING (47.37253952026367 8.52852725982666, 47.37255859375 8.528839111328125)",auto
154,154,842455631,2261078433,107197962,14.841424316974125,3,16.67,"LINESTRING (47.3725814819336 8.528706550598145, 47.37255859375 8.528839111328125)",auto
155,155,536821231,207453166,130175577,30.840237845659175,3,16.67,"LINESTRING (47.40284729003906 8.500916481018066, 47.40287780761719 8.500639915466309)",auto
156,156,285303232,2889766751,146672357,9.947472009787633,3,16.67,"LINESTRING (47.40589904785156 8.481023788452148, 47.40599822998047 8.481082916259766)",auto
157,157,15675729,156335745,156335743,49.422773652115204,3,16.67,"LINESTRING (47.37253189086914 8.528082847595215, 47.37253952026367 8.52852725982666)",auto
158,158,284092320,30064733,245451258,11.737120663878,3,16.67,"LINESTRING (47.41365814208984 8.518536567687988, 47.4135856628418 8.51844310760498)",auto
159,159,4674621,1460567109,294468494,4.992624100466878,3,16.67,"LINESTRING (47.40911865234375 8.594491958618164, 47.409122467041016 8.594536781311035)",auto
160,160,392176246,151325964,319839350,9.750674710966324,3,16.67,"LINESTRING (47.35784912109375 8.572142601013184, 47.3579330444336 8.572075843811035)",auto
161,161,284092320,364764863,329654540,15.087504458925228,3,16.67,"LINESTRING (47.41242980957031 8.516521453857422, 47.41240310668945 8.516386985778809)",auto
162,162,12120192,94119733,387908125,38.3263887686786,3,16.67,"LINESTRING (47.38815689086914 8.53199577331543, 47.38801956176758 8.532327651977539)",auto
163,163,38093976,448078188,655151835,22.843344948337208,3,16.67,"LINESTRING (47.40011596679688 8.548888206481934, 47.400177001953125 8.549089431762695)",auto
164,164,670729284,32219910,902540769,4.497106963478478,3,16.67,"LINESTRING (47.41563034057617 8.588804244995117, 47.41561508178711 8.588765144348145)",auto
165,165,566728841,312281376,1037768255,10.625622225311652,3,16.67,"LINESTRING (47.40822982788086 8.547139167785645, 47.408164978027344 8.547224044799805)",auto
166,166,12120192,29271873,1043944418,8.571131029778652,3,16.67,"LINESTRING (47.3876953125 8.533049583435059, 47.38764953613281 8.533120155334473)",auto
167,167,522547671,150879972,1109863933,5.2674777072761545,3,16.67,"LINESTRING (47.361595153808594 8.561013221740723, 47.3615837097168 8.561059951782227)",auto
168,168,113968597,2114230,1239656127,89.2802717569419,3,16.67,"LINESTRING (47.34689331054688 8.564085960388184, 47.34748840332031 8.56339168548584)",auto
169,169,239547641,103128057,1355566201,5.199292239606146,3,16.67,"LINESTRING (47.36110305786133 8.535367965698242, 47.36103439331055 8.535372734069824)",auto
170,170,4674621,292216799,1460567124,2.585906690057157,3,16.67,"LINESTRING (47.40923309326172 8.594690322875977, 47.40926742553711 8.594691276550293)",auto
171,171,973070249,1492865743,1492865742,11.029229852682098,3,16.67,"LINESTRING (47.38184356689453 8.583908081054688, 47.38184356689453 8.583808898925781)",auto
172,172,438296341,4360322992,1507924261,38.73502589477632,3,16.67,"LINESTRING (47.34391403198242 8.516510963439941, 47.343894958496094 8.51685905456543)",auto
173,173,823981686,32219915,1673679993,37.334115408356816,3,16.67,"LINESTRING (47.41474151611328 8.585830688476562, 47.41473388671875 8.585494995117188)",auto
174,174,60741194,1184999620,2184936537,12.566520632746148,3,16.67,"LINESTRING (47.40424728393555 8.573081016540527, 47.40426254272461 8.573193550109863)",auto
175,175,4730818,4439392037,2309435526,13.407640880398578,3,16.67,"LINESTRING (47.382102966308594 8.516162872314453, 47.3822021484375 8.51606273651123)",auto
176,176,223637276,6778515843,2337592979,26.30029563911561,3,16.67,"LINESTRING (47.3480110168457 8.588065147399902, 47.34787368774414 8.588282585144043)",auto
177,177,32554254,2628341534,2628341535,37.74812827996846,3,16.67,"LINESTRING (47.39093017578125 8.543842315673828, 47.39129257202149 8.544076919555664)",auto
178,178,136033029,683543434,2821331050,6.273796869848881,3,16.67,"LINESTRING (47.37809371948242 8.57451343536377, 47.378150939941406 8.574554443359375)",auto
179,179,284686649,2884057367,2884057365,21.959926685468414,3,16.67,"LINESTRING (47.37422943115234 8.524155616760254, 47.37422180175781 8.52435302734375)",auto
180,180,576451961,5528882185,2889766738,14.421365355182429,3,16.67,"LINESTRING (47.40547561645508 8.50467586517334, 47.40535736083984 8.504777908325195)",auto
