,node_id,latitude,longitude
0,1,43.6114502,1.3972
1,2,43.5836945,1.4008272
2,3,43.590004,1.4907275
3,4,43.5524292,1.4570484
4,5,43.5689507,1.414302
5,6,43.652771,1.498156
6,7,43.6408348,1.3831404
7,8,43.5990906,1.5063469
8,9,43.6032906,1.4565849
9,10,43.5898476,1.3733578
10,11,43.6485329,1.4240448
11,12,43.6026573,1.505843
12,13,43.6117668,1.4156259
13,14,43.5603638,1.4576876
14,15,43.6528549,1.4324542
15,16,43.6421013,1.3726376
16,17,43.6227493,1.4878635
17,18,43.6094513,1.3728477
18,19,43.571064,1.373132
19,20,43.6484566,1.424055
20,21,43.572506,1.393573
21,22,43.5636902,1.4034077
22,23,43.5725098,1.4951963
23,24,43.6126862,1.4290206
24,25,43.646595,1.5050741
25,26,43.5492096,1.439501
26,27,43.6489563,1.4744774
27,28,43.6495857,1.4328285
28,29,43.5662994,1.5001743
29,30,43.5981598,1.4191993
30,31,43.6426163,1.5038804
31,32,43.6069756,1.3994883
32,33,43.6522865,1.4736741
33,34,43.5558014,1.4077798
34,35,43.6336899,1.4229331
35,36,43.64851,1.4344344
36,37,43.6118698,1.4253567
37,38,43.555172,1.3728176
38,39,43.6004295,1.4769717
39,40,43.6477432,1.4372395
40,41,43.6050262,1.4043564
41,42,43.6012878,1.4273465
42,43,43.5498734,1.4175583
43,44,43.5939369,1.4907389
44,45,43.5964584,1.4976223
45,46,43.6376305,1.4995985
46,47,43.6001129,1.4531896
47,48,43.5491905,1.456751
48,49,43.6414719,1.4680424
49,50,43.5640717,1.4616767
50,51,43.6395264,1.4702379
51,52,43.5958672,1.4201847
52,53,43.6465073,1.5013758
53,54,43.6124878,1.3843712
54,55,43.6429367,1.45779
55,56,43.6245117,1.4044472
56,57,43.5938034,1.4935344
57,58,43.650959,1.4726964
58,59,43.5718307,1.4989538
59,60,43.6159935,1.4390084
60,61,43.5693474,1.4800122
61,62,43.6525116,1.4451538
62,63,43.5862694,1.403896
63,64,43.6422691,1.3871961
64,65,43.6101379,1.3852109
65,66,43.5491867,1.3919142
66,67,43.5962715,1.4195569
67,68,43.5576935,1.4037088
68,69,43.6026917,1.5058841
69,70,43.5493011,1.4971125
70,71,43.6527748,1.4425385
71,72,43.6428642,1.5050532
72,73,43.5705338,1.4999382
73,74,43.6121216,1.4159977
74,75,43.6383514,1.4527417
75,76,43.6442833,1.5064833
76,77,43.6092987,1.506348
77,78,43.6391411,1.5019124
78,79,43.5807076,1.3735709
79,80,43.6418533,1.3731031
80,81,43.6121597,1.4160388
81,82,43.5975571,1.4205287
82,83,43.5561829,1.4658624
83,84,43.598877,1.3927606
84,85,43.6124687,1.4281578
85,86,43.5635262,1.3871365
86,87,43.6327858,1.5064781
87,88,43.6008453,1.475103
88,89,43.5970383,1.4313221
89,90,43.6384125,1.4844238
90,91,43.6114311,1.3816381
91,92,43.63134,1.3817225
92,93,43.5575409,1.4955512
93,94,43.5729179,1.4938875
94,95,43.6311073,1.3817586
95,96,43.5901794,1.460623
96,97,43.5725441,1.494704
97,98,43.6528511,1.3798316
98,99,43.6229401,1.4924989
99,100,43.5580444,1.4933681
100,101,43.6377487,1.4822313
101,102,43.6463928,1.5048881
102,103,43.5909081,1.4904904
103,104,43.5498047,1.4174727
104,105,43.6159973,1.438709
105,106,43.5701408,1.3762212
106,107,43.5724335,1.473803
107,108,43.5493546,1.4991932
108,109,43.6244888,1.4046648
109,110,43.6475601,1.4390789
110,111,43.6524506,1.4296335
111,112,43.5895157,1.4607018
112,113,43.5495186,1.4987476
113,114,43.5984786,1.3929735
114,115,43.6115477,1.4573552
115,116,43.5809694,1.4651666
116,117,43.6489791,1.4328796
117,118,43.608397,1.3905242
118,119,43.5689866,1.4658082
119,120,43.5974614,1.4456279
120,121,43.5656987,1.3987021
121,122,43.6471748,1.4703976
122,123,43.6475222,1.425797
123,124,43.6114344,1.4182879
124,125,43.5822074,1.4440324
125,126,43.5793116,1.4236317
126,127,43.5859147,1.4048024
127,128,43.6242592,1.4042506
128,129,43.6068799,1.4918228
129,130,43.6145108,1.3870566
130,131,43.6198956,1.468955
131,132,43.6007385,1.4285339
132,133,43.629787,1.4855045
133,134,43.578239,1.3789039
134,135,43.6226066,1.4929562
135,136,43.5564051,1.4063031
136,137,43.5713367,1.4626896
137,138,43.6007388,1.476015
138,139,43.5641058,1.4911559
139,140,43.5789046,1.4839086
140,141,43.5927367,1.434493
141,142,43.5776833,1.4429033
142,143,43.6248821,1.3990479
143,144,43.6293564,1.4826056
144,145,43.5597668,1.4573201
145,146,43.5875437,1.4911163
146,147,43.5550538,1.4568833
147,148,43.588494,1.4209884
148,149,43.5851513,1.4282862
149,150,43.5637863,1.4028972
150,151,43.6202087,1.4358912
151,152,43.6037506,1.4042027
152,153,43.5656253,1.5005168
153,154,43.5938579,1.4091281
154,155,43.6086055,1.4457163
155,156,43.557959,1.4922398
156,157,43.6524342,1.4245983
157,158,43.5926483,1.4016846
158,159,43.596453,1.4969107
159,160,43.5667159,1.4749307
160,161,43.6370628,1.4303216
161,162,43.6473775,1.4187147
162,163,43.5893988,1.4786198
163,164,43.5836894,1.4481842
164,165,43.5763227,1.489605
165,166,43.6040099,1.4933955
166,167,43.565876,1.3960091
167,168,43.5930072,1.5055264
168,169,43.5995684,1.4038188
169,170,43.5690876,1.4910641
170,171,43.5696421,1.4796328
171,172,43.6463131,1.5005301
172,173,43.6007681,1.497254
173,174,43.6428288,1.4159515
174,175,43.6115456,1.4386333
175,176,43.5660737,1.4004357
176,177,43.5862122,1.4045495
177,178,43.6322312,1.4821713
178,179,43.5944082,1.4965
179,180,43.6361984,1.3877683
180,181,43.6383041,1.5010146
181,182,43.619199,1.5045642
182,183,43.613645,1.4886895
183,184,43.5921116,1.3995101
184,185,43.6491861,1.4733961
185,186,43.6015437,1.4270446
186,187,43.5660198,1.3937661
187,188,43.5950478,1.4156085
188,189,43.6361399,1.4204719
189,190,43.5836797,1.450688
190,191,43.6142336,1.3972847
191,192,43.5574933,1.4889657
192,193,43.6251684,1.393733
193,194,43.5616188,1.390877
194,195,43.5774635,1.4663401
195,196,43.6311011,1.3886809
196,197,43.6450663,1.5011958
197,198,43.6294886,1.4865085
198,199,43.6141312,1.4509516
199,200,43.5744488,1.4050387
200,201,43.5861607,1.4611947
201,202,43.6419057,1.4671174
202,203,43.5635173,1.3867823
203,204,43.5936672,1.4914978
204,205,43.553028,1.4502211
205,206,43.5768712,1.4421031
206,207,43.5816423,1.3887866
207,208,43.6237104,1.3895615
208,209,43.6150754,1.4520656
